tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
327,2021-04-10 19:22:34.2320,2021-04-10 19:28:01.4370,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3186,Grove St PATH,40.71958611647166,-74.0431174635887,38515,Customer,1970,0
4958,2021-04-10 19:22:36.3260,2021-04-10 20:45:15.2660,3194,McGinley Square,40.7253399253558,-74.06762212514876,3202,Newport PATH,40.7272235,-74.03375890000001,45281,Customer,1970,0
331,2021-04-10 19:22:37.8340,2021-04-10 19:28:09.6450,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3186,Grove St PATH,40.71958611647166,-74.0431174635887,31483,Customer,1970,0
521,2021-04-10 19:22:39.2860,2021-04-10 19:31:20.8790,3638,Washington St,40.7242941,-74.0354826,3681,Grand St,40.71517767732029,-74.03768330812454,29072,Customer,1970,0
408,2021-04-10 19:22:58.7140,2021-04-10 19:29:47.6180,3185,City Hall,40.717732500000004,-74.04384499999999,3203,Hamilton Park,40.727595965999996,-74.044247311,44165,Customer,1970,0
4593,2021-04-10 19:23:04.4620,2021-04-10 20:39:37.6410,3194,McGinley Square,40.7253399253558,-74.06762212514876,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42205,Customer,1970,0
4934,2021-04-10 19:23:04.5550,2021-04-10 20:45:18.9690,3194,McGinley Square,40.7253399253558,-74.06762212514876,3202,Newport PATH,40.7272235,-74.03375890000001,39176,Customer,1970,0
491,2021-04-10 19:23:10.0780,2021-04-10 19:31:21.6470,3638,Washington St,40.7242941,-74.0354826,3681,Grand St,40.71517767732029,-74.03768330812454,54256,Customer,1970,0
360,2021-04-10 19:23:51.8400,2021-04-10 19:29:52.4080,3213,Van Vorst Park,40.71848892,-74.047726625,3638,Washington St,40.7242941,-74.0354826,42240,Customer,1970,0
888,2021-04-10 19:24:43.7840,2021-04-10 19:39:32.7100,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,39183,Customer,1970,0
792,2021-04-10 19:24:44.6480,2021-04-10 19:37:57.5230,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3192,Liberty Light Rail,40.711242299999995,-74.0557013,27312,Customer,1970,0
874,2021-04-10 19:24:54.7670,2021-04-10 19:39:29.1950,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,54257,Customer,1970,0
2690,2021-04-10 19:25:10.8370,2021-04-10 20:10:01.7280,3681,Grand St,40.71517767732029,-74.03768330812454,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42825,Customer,1970,0
1447,2021-04-10 19:27:22.5000,2021-04-10 19:51:30.4230,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3211,Newark Ave,40.72152515,-74.046304543,44785,Customer,1970,0
848,2021-04-10 19:27:23.1820,2021-04-10 19:41:31.6170,3185,City Hall,40.717732500000004,-74.04384499999999,3267,Morris Canal,40.7124188237569,-74.03852552175522,34039,Customer,1970,0
1959,2021-04-10 19:27:32.9810,2021-04-10 20:00:12.5850,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3679,Bergen Ave,40.72210378668603,-74.07145500183104,42674,Customer,1970,0
2516,2021-04-10 19:28:33.7760,2021-04-10 20:10:30.3580,3681,Grand St,40.71517767732029,-74.03768330812454,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42915,Customer,1970,0
1348,2021-04-10 19:29:14.0840,2021-04-10 19:51:42.5780,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3211,Newark Ave,40.72152515,-74.046304543,45343,Customer,1994,2
1872,2021-04-10 19:29:19.3340,2021-04-10 20:00:31.9980,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3679,Bergen Ave,40.72210378668603,-74.07145500183104,42580,Customer,1970,0
1383,2021-04-10 19:29:51.0390,2021-04-10 19:52:54.2090,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,3211,Newark Ave,40.72152515,-74.046304543,44723,Customer,1970,0
237,2021-04-10 19:32:32.3370,2021-04-10 19:36:29.6060,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,48922,Customer,1970,0
4000,2021-04-10 19:32:49.5420,2021-04-10 20:39:30.4410,3194,McGinley Square,40.7253399253558,-74.06762212514876,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,45822,Customer,1970,0
5253,2021-04-10 19:33:52.4770,2021-04-10 21:01:26.3080,3213,Van Vorst Park,40.71848892,-74.047726625,3211,Newark Ave,40.72152515,-74.046304543,43824,Customer,1970,0
5235,2021-04-10 19:33:58.3640,2021-04-10 21:01:13.7030,3213,Van Vorst Park,40.71848892,-74.047726625,3211,Newark Ave,40.72152515,-74.046304543,44687,Customer,1970,0
1087,2021-04-10 19:35:00.4170,2021-04-10 19:53:08.3730,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,3211,Newark Ave,40.72152515,-74.046304543,46382,Customer,1970,0
455,2021-04-10 19:36:02.2300,2021-04-10 19:43:37.5990,3681,Grand St,40.71517767732029,-74.03768330812454,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42249,Customer,1970,0
1510,2021-04-10 19:37:35.9660,2021-04-10 20:02:46.2140,3694,Jackson Square,40.71113,-74.0789,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,29387,Customer,1970,0
368,2021-04-10 19:37:38.0530,2021-04-10 19:43:46.5830,3213,Van Vorst Park,40.71848892,-74.047726625,3267,Morris Canal,40.7124188237569,-74.03852552175522,39147,Customer,1970,0
1281,2021-04-10 19:39:30.5990,2021-04-10 20:00:51.9090,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3202,Newport PATH,40.7272235,-74.03375890000001,44872,Customer,1970,0
1721,2021-04-10 19:39:49.5590,2021-04-10 20:08:30.6620,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42219,Customer,1970,0
1062,2021-04-10 19:39:50.0590,2021-04-10 19:57:32.1220,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3198,Heights Elevator,40.748715945380226,-74.04044330120088,40093,Customer,1970,0
469,2021-04-10 19:40:18.5970,2021-04-10 19:48:08.1350,3211,Newark Ave,40.72152515,-74.046304543,3192,Liberty Light Rail,40.711242299999995,-74.0557013,48740,Customer,1970,0
6310,2021-04-10 19:40:37.0010,2021-04-10 21:25:47.1080,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3213,Van Vorst Park,40.71848892,-74.047726625,44392,Customer,1970,0
1204,2021-04-10 19:40:51.2960,2021-04-10 20:00:56.2610,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3202,Newport PATH,40.7272235,-74.03375890000001,27042,Customer,1970,0
1007,2021-04-10 19:41:02.2710,2021-04-10 19:57:49.6500,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3639,Harborside,40.71925170000001,-74.034234,29983,Customer,1970,0
6375,2021-04-10 19:41:37.5480,2021-04-10 21:27:53.1100,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3681,Grand St,40.71517767732029,-74.03768330812454,29095,Customer,1970,0
467,2021-04-10 19:42:10.1350,2021-04-10 19:49:57.7530,3185,City Hall,40.717732500000004,-74.04384499999999,3184,Paulus Hook,40.7141454,-74.0335519,41618,Customer,1970,0
6340,2021-04-10 19:42:15.3400,2021-04-10 21:27:55.7610,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3681,Grand St,40.71517767732029,-74.03768330812454,43507,Customer,1970,0
778,2021-04-10 19:42:48.6130,2021-04-10 19:55:47.0410,3211,Newark Ave,40.72152515,-74.046304543,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,40124,Customer,1961,1
881,2021-04-10 19:43:05.0670,2021-04-10 19:57:46.9470,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3639,Harborside,40.71925170000001,-74.034234,43352,Customer,1970,0
2434,2021-04-10 19:43:38.6250,2021-04-10 20:24:13.3210,3267,Morris Canal,40.7124188237569,-74.03852552175522,3192,Liberty Light Rail,40.711242299999995,-74.0557013,34039,Customer,1970,0
1104,2021-04-10 19:43:59.6890,2021-04-10 20:02:24.4280,3198,Heights Elevator,40.748715945380226,-74.04044330120088,3209,Brunswick St,40.7241765,-74.05065640000001,44762,Customer,1970,0
269,2021-04-10 19:44:05.7710,2021-04-10 19:48:35.6730,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,3195,Sip Ave,40.73089709786179,-74.06391263008119,39407,Customer,1970,0
1081,2021-04-10 19:44:18.2150,2021-04-10 20:02:19.8500,3198,Heights Elevator,40.748715945380226,-74.04044330120088,3209,Brunswick St,40.7241765,-74.05065640000001,54264,Customer,1970,0
487,2021-04-10 19:45:45.1230,2021-04-10 19:53:52.4860,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,40796,Subscriber,1988,2
630,2021-04-10 19:45:49.1890,2021-04-10 19:56:19.6730,3681,Grand St,40.71517767732029,-74.03768330812454,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,42160,Customer,1970,0
497,2021-04-10 19:45:57.7400,2021-04-10 19:54:15.6300,3483,Montgomery St,40.71942,-74.05099,3275,Columbus Drive,40.71835519823214,-74.03891444206238,38524,Customer,1970,0
369,2021-04-10 19:46:14.1960,2021-04-10 19:52:23.2400,3639,Harborside,40.71925170000001,-74.034234,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,45340,Customer,1970,0
411,2021-04-10 19:46:46.4870,2021-04-10 19:53:37.9030,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,45464,Customer,1970,0
1418,2021-04-10 19:46:49.7840,2021-04-10 20:10:28.3010,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3267,Morris Canal,40.7124188237569,-74.03852552175522,40465,Customer,1970,0
300,2021-04-10 19:47:11.9950,2021-04-10 19:52:12.6930,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,54267,Customer,1970,0
2136,2021-04-10 19:47:24.7410,2021-04-10 20:23:01.3340,3640,Journal Square,40.733670000000004,-74.0625,3203,Hamilton Park,40.727595965999996,-74.044247311,42363,Customer,1970,0
670,2021-04-10 19:48:34.7340,2021-04-10 19:59:45.1210,3194,McGinley Square,40.7253399253558,-74.06762212514876,3186,Grove St PATH,40.71958611647166,-74.0431174635887,28426,Customer,1970,0
377,2021-04-10 19:48:43.9760,2021-04-10 19:55:01.2560,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,45726,Customer,1970,0
1758,2021-04-10 19:50:28.6850,2021-04-10 20:19:47.3360,3184,Paulus Hook,40.7141454,-74.0335519,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,41618,Customer,1970,0
566,2021-04-10 19:51:49.6250,2021-04-10 20:01:15.8350,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3205,JC Medical Center,40.71653978099194,-74.0496379137039,40907,Customer,1970,0
1109,2021-04-10 19:52:02.6960,2021-04-10 20:10:31.7640,3213,Van Vorst Park,40.71848892,-74.047726625,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,32971,Customer,1970,0
1164,2021-04-10 19:52:37.7580,2021-04-10 20:12:01.8370,3185,City Hall,40.717732500000004,-74.04384499999999,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,46473,Customer,1970,0
439,2021-04-10 19:52:59.6960,2021-04-10 20:00:19.5340,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,46856,Customer,1970,0
1193,2021-04-10 19:53:09.5270,2021-04-10 20:13:02.9820,3187,Warren St,40.721123600000006,-74.03805095,3275,Columbus Drive,40.71835519823214,-74.03891444206238,38874,Customer,1970,0
371,2021-04-10 19:53:30.0990,2021-04-10 19:59:41.8480,3187,Warren St,40.721123600000006,-74.03805095,3186,Grove St PATH,40.71958611647166,-74.0431174635887,40756,Customer,1970,0
447,2021-04-10 19:53:31.8170,2021-04-10 20:00:59.1260,3202,Newport PATH,40.7272235,-74.03375890000001,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,46079,Customer,1970,0
437,2021-04-10 19:53:45.2510,2021-04-10 20:01:02.3760,3202,Newport PATH,40.7272235,-74.03375890000001,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,32575,Customer,1970,0
360,2021-04-10 19:54:07.2840,2021-04-10 20:00:08.2020,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3273,Manila & 1st,40.72165072487999,-74.04288411140442,44084,Customer,1970,0
349,2021-04-10 19:54:35.5140,2021-04-10 20:00:25.2960,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3186,Grove St PATH,40.71958611647166,-74.0431174635887,25541,Customer,1970,0
1063,2021-04-10 19:54:40.8630,2021-04-10 20:12:24.5500,3185,City Hall,40.717732500000004,-74.04384499999999,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,44576,Customer,1970,0
381,2021-04-10 19:55:45.0800,2021-04-10 20:02:06.7910,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,38524,Customer,1970,0
259,2021-04-10 19:56:25.5660,2021-04-10 20:00:45.5560,3194,McGinley Square,40.7253399253558,-74.06762212514876,3195,Sip Ave,40.73089709786179,-74.06391263008119,54268,Customer,1970,0
466,2021-04-10 19:56:51.2790,2021-04-10 20:04:37.3960,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,44059,Customer,1970,0
1025,2021-04-10 19:57:34.3700,2021-04-10 20:14:39.5790,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3187,Warren St,40.721123600000006,-74.03805095,24965,Customer,1970,0
1773,2021-04-10 19:58:12.5750,2021-04-10 20:27:46.4210,3185,City Hall,40.717732500000004,-74.04384499999999,3267,Morris Canal,40.7124188237569,-74.03852552175522,42593,Customer,1970,0
809,2021-04-10 19:58:24.2520,2021-04-10 20:11:53.8060,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3639,Harborside,40.71925170000001,-74.034234,42625,Customer,1970,0
1800,2021-04-10 19:59:04.2550,2021-04-10 20:29:04.9180,3185,City Hall,40.717732500000004,-74.04384499999999,3267,Morris Canal,40.7124188237569,-74.03852552175522,54254,Customer,1970,0
947,2021-04-10 19:59:16.5740,2021-04-10 20:15:04.1020,3196,Riverview Park,40.7443187,-74.04399090000001,3185,City Hall,40.717732500000004,-74.04384499999999,39342,Customer,1970,0
893,2021-04-10 19:59:42.1710,2021-04-10 20:14:35.2440,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3187,Warren St,40.721123600000006,-74.03805095,54267,Customer,1970,0
1846,2021-04-10 20:00:07.3250,2021-04-10 20:30:53.9200,3196,Riverview Park,40.7443187,-74.04399090000001,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,42023,Customer,1970,0
1719,2021-04-10 20:01:29.5010,2021-04-10 20:30:09.4490,3202,Newport PATH,40.7272235,-74.03375890000001,3193,Lincoln Park,40.7246050998869,-74.07840594649316,47257,Customer,1970,0
903,2021-04-10 20:02:06.5440,2021-04-10 20:17:09.7530,3212,Christ Hospital,40.734785818,-74.050443636,3198,Heights Elevator,40.748715945380226,-74.04044330120088,39839,Customer,1970,0
1699,2021-04-10 20:02:55.9390,2021-04-10 20:31:15.5880,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,40907,Customer,1970,0
680,2021-04-10 20:04:00.1060,2021-04-10 20:15:20.5030,3187,Warren St,40.721123600000006,-74.03805095,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,44364,Customer,1970,0
1078,2021-04-10 20:04:18.7790,2021-04-10 20:22:17.3310,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3185,City Hall,40.717732500000004,-74.04384499999999,33433,Customer,1970,0
1833,2021-04-10 20:04:32.8510,2021-04-10 20:35:06.0240,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42249,Customer,1970,0
729,2021-04-10 20:04:42.2280,2021-04-10 20:16:51.6550,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3638,Washington St,40.7242941,-74.0354826,44703,Customer,1970,0
617,2021-04-10 20:04:43.9010,2021-04-10 20:15:01.2400,3187,Warren St,40.721123600000006,-74.03805095,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42354,Customer,1996,1
1042,2021-04-10 20:04:46.7730,2021-04-10 20:22:09.3350,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3185,City Hall,40.717732500000004,-74.04384499999999,39685,Customer,1970,0
220,2021-04-10 20:04:55.0030,2021-04-10 20:08:35.0740,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3275,Columbus Drive,40.71835519823214,-74.03891444206238,44333,Customer,1970,0
1442,2021-04-10 20:05:04.1540,2021-04-10 20:29:06.5900,3280,Astor Place,40.71928220070703,-74.07126188278198,3638,Washington St,40.7242941,-74.0354826,43087,Customer,1970,0
527,2021-04-10 20:06:59.3880,2021-04-10 20:15:47.1590,3211,Newark Ave,40.72152515,-74.046304543,3192,Liberty Light Rail,40.711242299999995,-74.0557013,28367,Customer,1970,0
1727,2021-04-10 20:07:12.6610,2021-04-10 20:35:59.7530,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3638,Washington St,40.7242941,-74.0354826,48740,Customer,1970,0
2445,2021-04-10 20:09:00.7590,2021-04-10 20:49:46.4540,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3202,Newport PATH,40.7272235,-74.03375890000001,42316,Customer,1970,0
20130,2021-04-10 20:09:46.9270,2021-04-11 01:45:17.4590,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,46472,Customer,1970,0
1783,2021-04-10 20:11:35.5940,2021-04-10 20:41:18.7520,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,40284,Customer,1970,0
776,2021-04-10 20:11:37.2190,2021-04-10 20:24:33.3830,3681,Grand St,40.71517767732029,-74.03768330812454,3638,Washington St,40.7242941,-74.0354826,54256,Subscriber,1979,1
1773,2021-04-10 20:11:39.8150,2021-04-10 20:41:13.2180,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44911,Customer,1970,0
1105,2021-04-10 20:12:05.8410,2021-04-10 20:30:31.0200,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42580,Customer,1970,0
339,2021-04-10 20:13:05.0590,2021-04-10 20:18:44.3910,3203,Hamilton Park,40.727595965999996,-74.044247311,3211,Newark Ave,40.72152515,-74.046304543,54262,Subscriber,1965,2
762,2021-04-10 20:13:13.8490,2021-04-10 20:25:56.4000,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3206,Hilltop,40.7311689,-74.0575736,42219,Customer,1970,0
1028,2021-04-10 20:13:22.1680,2021-04-10 20:30:30.9080,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42674,Customer,1970,0
278,2021-04-10 20:13:58.8760,2021-04-10 20:18:37.1850,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,44721,Customer,1970,0
263,2021-04-10 20:14:33.4830,2021-04-10 20:18:57.2490,3203,Hamilton Park,40.727595965999996,-74.044247311,3211,Newark Ave,40.72152515,-74.046304543,44165,Customer,1970,0
607,2021-04-10 20:15:03.9100,2021-04-10 20:25:11.6230,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3225,Baldwin at Montgomery,40.7236589,-74.0641943,54255,Customer,1970,0
431,2021-04-10 20:15:20.0000,2021-04-10 20:22:31.4190,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3192,Liberty Light Rail,40.711242299999995,-74.0557013,44971,Customer,1970,0
482,2021-04-10 20:17:10.7280,2021-04-10 20:25:13.5520,3267,Morris Canal,40.7124188237569,-74.03852552175522,3186,Grove St PATH,40.71958611647166,-74.0431174635887,44452,Customer,1970,0
545,2021-04-10 20:17:23.1770,2021-04-10 20:26:29.0240,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3203,Hamilton Park,40.727595965999996,-74.044247311,44744,Customer,1970,0
417,2021-04-10 20:17:34.6470,2021-04-10 20:24:31.9160,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3267,Morris Canal,40.7124188237569,-74.03852552175522,42825,Customer,1970,0
2349,2021-04-10 20:17:42.2740,2021-04-10 20:56:51.8260,3203,Hamilton Park,40.727595965999996,-74.044247311,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,28607,Customer,1970,0
1616,2021-04-10 20:18:19.7780,2021-04-10 20:45:16.6710,3187,Warren St,40.721123600000006,-74.03805095,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,54269,Customer,1970,0
1513,2021-04-10 20:19:20.3940,2021-04-10 20:44:33.7840,3187,Warren St,40.721123600000006,-74.03805095,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,46538,Customer,1970,0
1550,2021-04-10 20:19:59.6950,2021-04-10 20:45:50.3140,3198,Heights Elevator,40.748715945380226,-74.04044330120088,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,42371,Customer,1970,0
1906,2021-04-10 20:20:01.4650,2021-04-10 20:51:48.1650,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3185,City Hall,40.717732500000004,-74.04384499999999,32971,Customer,1970,0
343,2021-04-10 20:20:29.8480,2021-04-10 20:26:13.0980,3187,Warren St,40.721123600000006,-74.03805095,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,54267,Subscriber,1993,1
360,2021-04-10 20:21:48.5110,2021-04-10 20:27:49.0680,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,29387,Customer,1970,0
919,2021-04-10 20:21:52.0280,2021-04-10 20:37:11.2660,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3187,Warren St,40.721123600000006,-74.03805095,15730,Customer,1970,0
695,2021-04-10 20:23:09.1370,2021-04-10 20:34:45.0710,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,54358,Customer,1970,0
781,2021-04-10 20:23:12.0130,2021-04-10 20:36:13.5890,3211,Newark Ave,40.72152515,-74.046304543,3681,Grand St,40.71517767732029,-74.03768330812454,46382,Customer,1970,0
751,2021-04-10 20:23:21.3230,2021-04-10 20:35:52.5930,3211,Newark Ave,40.72152515,-74.046304543,3681,Grand St,40.71517767732029,-74.03768330812454,44723,Customer,1970,0
2256,2021-04-10 20:25:00.2580,2021-04-10 21:02:37.1060,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3267,Morris Canal,40.7124188237569,-74.03852552175522,54245,Customer,1970,0
540,2021-04-10 20:25:22.3460,2021-04-10 20:34:22.8860,3185,City Hall,40.717732500000004,-74.04384499999999,3203,Hamilton Park,40.727595965999996,-74.044247311,39342,Customer,1970,0
4394,2021-04-10 20:25:42.7210,2021-04-10 21:38:57.3320,3198,Heights Elevator,40.748715945380226,-74.04044330120088,3203,Hamilton Park,40.727595965999996,-74.044247311,42159,Customer,1970,0
559,2021-04-10 20:25:49.3500,2021-04-10 20:35:09.2040,3268,Lafayette Park,40.71346382669195,-74.06285852193831,3209,Brunswick St,40.7241765,-74.05065640000001,31092,Customer,1970,0
735,2021-04-10 20:25:55.9540,2021-04-10 20:38:11.2060,3681,Grand St,40.71517767732029,-74.03768330812454,3483,Montgomery St,40.71942,-74.05099,29072,Customer,1970,0
896,2021-04-10 20:26:11.0350,2021-04-10 20:41:07.2070,3185,City Hall,40.717732500000004,-74.04384499999999,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,33433,Customer,1970,0
879,2021-04-10 20:26:42.1720,2021-04-10 20:41:21.7780,3185,City Hall,40.717732500000004,-74.04384499999999,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,38930,Customer,1970,0
6765,2021-04-10 20:26:52.5550,2021-04-10 22:19:38.5340,3202,Newport PATH,40.7272235,-74.03375890000001,3268,Lafayette Park,40.71346382669195,-74.06285852193831,42161,Customer,1970,0
622,2021-04-10 20:28:52.5280,2021-04-10 20:39:14.8590,3638,Washington St,40.7242941,-74.0354826,3681,Grand St,40.71517767732029,-74.03768330812454,32472,Customer,1970,0
1502,2021-04-10 20:29:02.5850,2021-04-10 20:54:05.2680,3210,Pershing Field,40.742677141,-74.051788633,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,39260,Customer,1970,0
853,2021-04-10 20:29:23.0230,2021-04-10 20:43:36.2930,3638,Washington St,40.7242941,-74.0354826,3184,Paulus Hook,40.7141454,-74.0335519,24987,Customer,1970,0
311,2021-04-10 20:29:27.4240,2021-04-10 20:34:39.2050,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3186,Grove St PATH,40.71958611647166,-74.0431174635887,48922,Customer,1970,0
1163,2021-04-10 20:29:57.7030,2021-04-10 20:49:21.5140,3267,Morris Canal,40.7124188237569,-74.03852552175522,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42593,Customer,1970,0
1167,2021-04-10 20:30:07.5580,2021-04-10 20:49:34.5770,3267,Morris Canal,40.7124188237569,-74.03852552175522,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,54254,Customer,1970,0
464,2021-04-10 20:31:27.8120,2021-04-10 20:39:12.1310,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,44576,Customer,1970,0
1239,2021-04-10 20:31:52.5220,2021-04-10 20:52:32.2620,3207,Oakland Ave,40.7376037,-74.05247829999999,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,43395,Customer,1970,0
335,2021-04-10 20:32:08.8020,2021-04-10 20:37:44.4230,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3203,Hamilton Park,40.727595965999996,-74.044247311,38674,Subscriber,1965,2
1189,2021-04-10 20:34:23.0410,2021-04-10 20:54:12.6490,3638,Washington St,40.7242941,-74.0354826,3205,JC Medical Center,40.71653978099194,-74.0496379137039,44703,Customer,1970,0
458,2021-04-10 20:34:42.5570,2021-04-10 20:42:21.3060,3202,Newport PATH,40.7272235,-74.03375890000001,3681,Grand St,40.71517767732029,-74.03768330812454,44872,Customer,1970,0
199,2021-04-10 20:36:14.2610,2021-04-10 20:39:34.1780,3211,Newark Ave,40.72152515,-74.046304543,3186,Grove St PATH,40.71958611647166,-74.0431174635887,54262,Customer,1970,0
1038,2021-04-10 20:36:31.9240,2021-04-10 20:53:50.3130,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3192,Liberty Light Rail,40.711242299999995,-74.0557013,38392,Customer,1970,0
204,2021-04-10 20:39:12.9490,2021-04-10 20:42:37.5200,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3203,Hamilton Park,40.727595965999996,-74.044247311,40308,Customer,1970,0
745,2021-04-10 20:39:44.3140,2021-04-10 20:52:09.4660,3203,Hamilton Park,40.727595965999996,-74.044247311,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,45014,Customer,1970,0
